Date,Day,CodedDay,Zone,Weather,Temperature,Traffic,year,month,day,is_weekend
2017-12-30,Friday,5,101,42,10,Normal,2017,12,30,0
2017-06-09,Thursday,4,53,43,27,Normal,2017,6,9,0
2017-11-15,Tuesday,2,51,46,17,Normal,2017,11,15,0
2017-07-01,Friday,5,46,43,31,Normal,2017,7,1,0
2017-03-04,Friday,5,25,46,13,Normal,2017,3,4,0
2017-05-10,Tuesday,2,123,36,25,Normal,2017,5,10,0
2017-09-01,Thursday,4,62,10,16,Normal,2017,9,1,0
2017-05-11,Wednesday,3,34,8,9,Normal,2017,5,11,0
2017-02-27,Sunday,7,102,24,27,Normal,2017,2,27,1
2017-09-25,Sunday,7,114,33,45,Normal,2017,9,25,1
2017-08-02,Tuesday,2,121,44,26,Normal,2017,8,2,0
2017-05-07,Saturday,6,50,16,31,Normal,2017,5,7,1
2017-04-06,Wednesday,3,81,32,22,Normal,2017,4,6,0
2017-03-14,Monday,1,31,25,14,Normal,2017,3,14,0
2017-05-27,Friday,5,37,17,45,Normal,2017,5,27,0
2017-03-02,Wednesday,3,75,34,12,Normal,2017,3,2,0
2017-09-21,Wednesday,3,34,41,11,Normal,2017,9,21,0
2017-07-05,Tuesday,2,103,24,42,Normal,2017,7,5,0
2017-05-01,Sunday,7,124,6,36,Normal,2017,5,1,1
2017-09-13,Tuesday,2,70,4,6,Normal,2017,9,13,0
2017-12-05,Monday,1,80,40,23,Normal,2017,12,5,0
2017-03-22,Tuesday,2,28,19,17,Normal,2017,3,22,0
2017-04-24,Sunday,7,48,8,7,Normal,2017,4,24,1
2017-05-06,Friday,5,111,13,8,Normal,2017,5,6,0
2017-03-05,Saturday,6,60,36,15,Normal,2017,3,5,1
2017-07-08,Friday,5,122,14,7,Normal,2017,7,8,0
2017-07-20,Wednesday,3,62,39,32,Normal,2017,7,20,0
2017-09-01,Thursday,4,40,5,19,Normal,2017,9,1,0
2017-08-15,Monday,1,64,19,29,Normal,2017,8,15,0
2017-09-15,Thursday,4,37,13,34,Normal,2017,9,15,0
2017-11-06,Sunday,7,122,31,21,Normal,2017,11,6,1
2017-05-08,Sunday,7,121,35,36,Normal,2017,5,8,1
2017-06-14,Tuesday,2,80,47,37,Normal,2017,6,14,0
2017-06-10,Friday,5,44,4,31,Normal,2017,6,10,0
2017-08-13,Saturday,6,68,31,10,Normal,2017,8,13,1
2017-03-21,Monday,1,70,14,19,Normal,2017,3,21,0
2017-06-10,Friday,5,117,14,13,Normal,2017,6,10,0
2017-03-28,Monday,1,129,19,38,Normal,2017,3,28,0
2017-11-15,Tuesday,2,63,33,7,Normal,2017,11,15,0
2017-04-28,Thursday,4,19,39,35,Normal,2017,4,28,0
2017-08-06,Saturday,6,113,24,33,Normal,2017,8,6,1
2017-07-12,Tuesday,2,111,1,18,Normal,2017,7,12,0
2017-03-18,Friday,5,75,36,9,Normal,2017,3,18,0
2017-01-30,Monday,1,113,9,37,Normal,2017,1,30,0
2017-01-26,Thursday,4,69,5,23,Normal,2017,1,26,0
2017-04-05,Tuesday,2,113,40,45,Normal,2017,4,5,0
2017-03-10,Thursday,4,87,47,45,Normal,2017,3,10,0
2017-01-20,Friday,5,45,21,16,Normal,2017,1,20,0
2017-02-08,Tuesday,2,90,20,11,Normal,2017,2,8,0
2017-09-15,Thursday,4,119,7,34,Normal,2017,9,15,0
2017-11-27,Sunday,7,95,29,15,Normal,2017,11,27,1
2017-08-14,Sunday,7,76,33,13,Normal,2017,8,14,1
2017-12-20,Tuesday,2,92,27,35,Normal,2017,12,20,0
2017-10-23,Sunday,7,124,28,38,Normal,2017,10,23,1
2017-07-16,Saturday,6,103,2,12,Normal,2017,7,16,1
2017-03-01,Tuesday,2,24,22,34,Normal,2017,3,1,0
2017-10-04,Tuesday,2,24,22,44,Normal,2017,10,4,0
2017-01-17,Tuesday,2,127,17,15,Normal,2017,1,17,0
2017-08-03,Wednesday,3,36,46,25,Normal,2017,8,3,0
2017-11-06,Sunday,7,86,11,27,Normal,2017,11,6,1
2017-10-02,Sunday,7,85,4,42,Normal,2017,10,2,1
2017-11-21,Monday,1,68,27,34,Move On,2017,11,21,0
2017-04-09,Saturday,6,53,4,29,Move On,2017,4,9,1
2017-08-09,Tuesday,2,125,18,24,Move On,2017,8,9,0
2017-10-31,Monday,1,83,21,29,Move On,2017,10,31,0
2017-06-29,Wednesday,3,78,20,30,Move On,2017,6,29,0
2017-12-17,Saturday,6,81,33,17,Move On,2017,12,17,1
2017-10-02,Sunday,7,82,31,22,Move On,2017,10,2,1
2017-11-13,Sunday,7,68,22,11,Move On,2017,11,13,1
2017-08-03,Wednesday,3,89,34,40,Move On,2017,8,3,0
2017-02-25,Friday,5,127,6,25,Move On,2017,2,25,0
2017-01-10,Tuesday,2,19,11,36,Move On,2017,1,10,0
2017-06-10,Friday,5,86,19,34,Move On,2017,6,10,0
2017-06-18,Saturday,6,85,10,20,Move On,2017,6,18,1
2017-08-27,Saturday,6,58,32,9,Move On,2017,8,27,1
2017-12-31,Saturday,6,47,8,27,Move On,2017,12,31,1
2017-03-18,Friday,5,76,29,14,Move On,2017,3,18,0
2017-11-01,Tuesday,2,80,40,32,Move On,2017,11,1,0
2017-11-24,Thursday,4,69,17,12,Move On,2017,11,24,0
2017-07-28,Thursday,4,79,11,42,Move On,2017,7,28,0
2017-09-20,Tuesday,2,48,26,27,Move On,2017,9,20,0
2017-11-11,Friday,5,67,25,38,Move On,2017,11,11,0
2017-02-01,Tuesday,2,80,44,40,Move On,2017,2,1,0
2017-01-09,Monday,1,96,38,32,Move On,2017,1,9,0
2017-06-20,Monday,1,61,43,16,Move On,2017,6,20,0
2017-11-20,Sunday,7,63,30,30,Move On,2017,11,20,1
2017-08-03,Wednesday,3,65,21,8,Move On,2017,8,3,0
2017-05-12,Thursday,4,114,14,27,Move On,2017,5,12,0
2017-06-12,Sunday,7,119,23,11,Move On,2017,6,12,1
2017-06-13,Monday,1,24,28,45,Move On,2017,6,13,0
2017-11-02,Wednesday,3,121,33,31,Move On,2017,11,2,0
2017-10-31,Monday,1,121,12,39,Move On,2017,10,31,0
2017-05-20,Friday,5,68,13,24,Move On,2017,5,20,0
2017-06-21,Tuesday,2,92,7,24,Move On,2017,6,21,0
2017-12-16,Friday,5,119,23,43,Move On,2017,12,16,0
2017-02-11,Friday,5,42,14,6,Move On,2017,2,11,0
2017-03-13,Sunday,7,96,3,31,Move On,2017,3,13,1
2017-07-05,Tuesday,2,126,34,12,Move On,2017,7,5,0
2017-12-31,Saturday,6,120,3,44,Move On,2017,12,31,1
2017-01-14,Saturday,6,97,10,42,Move On,2017,1,14,1
2017-01-13,Friday,5,116,27,37,Move On,2017,1,13,0
2017-04-22,Friday,5,73,42,42,Move On,2017,4,22,0
2017-02-18,Friday,5,31,12,21,Move On,2017,2,18,0
2017-05-26,Thursday,4,48,22,9,Move On,2017,5,26,0
2017-11-27,Sunday,7,15,22,37,Move On,2017,11,27,1
2017-07-30,Saturday,6,40,41,30,Move On,2017,7,30,1
2017-08-15,Monday,1,122,14,16,Move On,2017,8,15,0
2017-08-20,Saturday,6,115,5,27,Move On,2017,8,20,1
2017-06-20,Monday,1,114,44,16,Move On,2017,6,20,0
2017-08-28,Sunday,7,16,5,40,Move On,2017,8,28,1
2017-07-15,Friday,5,48,36,14,Move On,2017,7,15,0
2017-05-17,Tuesday,2,47,12,11,Move On,2017,5,17,0
2017-09-22,Thursday,4,113,7,45,Move On,2017,9,22,0
2017-11-20,Sunday,7,112,3,24,Move On,2017,11,20,1
2017-07-31,Sunday,7,20,18,7,Move On,2017,7,31,1
2017-06-29,Wednesday,3,55,18,44,Move On,2017,6,29,0
2017-03-17,Thursday,4,69,28,11,Move On,2017,3,17,0
2017-12-15,Thursday,4,116,14,17,Move On,2017,12,15,0
2017-02-16,Wednesday,3,128,11,6,Move On,2017,2,16,0
2017-09-05,Monday,1,39,45,34,Move On,2017,9,5,0
2017-07-06,Wednesday,3,108,10,30,Move On,2017,7,6,0
2017-12-08,Thursday,4,32,28,20,Move On,2017,12,8,0
2017-01-23,Monday,1,15,47,16,Move On,2017,1,23,0
2017-11-21,Monday,1,16,27,30,Move On,2017,11,21,0
2017-05-25,Wednesday,3,58,44,38,Move On,2017,5,25,0
2017-11-03,Thursday,4,21,19,39,Move On,2017,11,3,0
2017-11-17,Thursday,4,57,33,41,Move On,2017,11,17,0
2017-08-15,Monday,1,101,9,11,Move On,2017,8,15,0
2017-11-23,Wednesday,3,27,3,13,Move On,2017,11,23,0
2017-03-08,Tuesday,2,51,2,24,Move On,2017,3,8,0
2017-05-08,Sunday,7,37,31,24,Move On,2017,5,8,1
2017-07-14,Thursday,4,38,13,25,Move On,2017,7,14,0
2017-09-11,Sunday,7,65,12,37,Move On,2017,9,11,1
2017-09-22,Thursday,4,60,10,43,Move On,2017,9,22,0
2017-06-17,Friday,5,83,21,12,Move On,2017,6,17,0
2017-10-04,Tuesday,2,88,5,18,Move On,2017,10,4,0
2017-06-02,Thursday,4,30,1,8,Move On,2017,6,2,0
2017-11-14,Monday,1,59,39,30,Move On,2017,11,14,0
2017-04-15,Friday,5,84,7,18,Move On,2017,4,15,0
2017-10-21,Friday,5,106,31,37,Move On,2017,10,21,0
2017-02-19,Saturday,6,73,1,44,Move On,2017,2,19,1
2017-12-25,Sunday,7,24,4,26,Move On,2017,12,25,1
2017-12-18,Sunday,7,17,28,35,Move On,2017,12,18,1
2017-02-22,Tuesday,2,65,20,23,Move On,2017,2,22,0
2017-03-24,Thursday,4,26,29,26,Move On,2017,3,24,0
2017-05-07,Saturday,6,81,43,22,Move On,2017,5,7,1
2017-05-10,Tuesday,2,41,19,33,Move On,2017,5,10,0
2017-10-04,Tuesday,2,75,25,38,Move On,2017,10,4,0
2017-04-22,Friday,5,33,28,41,Move On,2017,4,22,0
2017-09-04,Sunday,7,97,27,38,Move On,2017,9,4,1
2017-12-20,Tuesday,2,51,29,7,Move On,2017,12,20,0
2017-12-13,Tuesday,2,91,40,20,Move On,2017,12,13,0
2017-08-06,Saturday,6,32,26,42,Move On,2017,8,6,1
2017-02-01,Tuesday,2,113,9,27,Move On,2017,2,1,0
2017-04-11,Monday,1,60,11,30,Move On,2017,4,11,0
2017-11-29,Tuesday,2,107,17,39,Move On,2017,11,29,0
2017-09-08,Thursday,4,80,4,24,Move On,2017,9,8,0
2017-01-13,Friday,5,86,26,43,Move On,2017,1,13,0
2017-11-26,Saturday,6,53,25,8,Move On,2017,11,26,1
2017-12-31,Saturday,6,116,25,20,Move On,2017,12,31,1
2017-05-10,Tuesday,2,67,4,12,Move On,2017,5,10,0
2017-10-27,Thursday,4,114,4,22,Move On,2017,10,27,0
2017-11-27,Sunday,7,86,3,15,Move On,2017,11,27,1
2017-10-03,Monday,1,99,19,8,Move On,2017,10,3,0
2017-03-26,Saturday,6,20,18,14,Move On,2017,3,26,1
2017-09-01,Thursday,4,67,31,30,Move On,2017,9,1,0
2017-06-27,Monday,1,102,19,17,Move On,2017,6,27,0
2017-06-14,Tuesday,2,71,4,25,Move On,2017,6,14,0
2017-02-23,Wednesday,3,79,38,17,Move On,2017,2,23,0
2017-11-20,Sunday,7,113,22,34,Move On,2017,11,20,1
2017-06-03,Friday,5,70,36,16,Move On,2017,6,3,0
2017-02-03,Thursday,4,28,35,39,Move On,2017,2,3,0
2017-01-18,Wednesday,3,101,47,11,Move On,2017,1,18,0
2017-04-23,Saturday,6,124,11,40,Move On,2017,4,23,1
2017-06-27,Monday,1,99,2,32,Move On,2017,6,27,0
2017-03-17,Thursday,4,27,29,17,Move On,2017,3,17,0
2017-11-22,Tuesday,2,19,30,30,Move On,2017,11,22,0
2017-12-09,Friday,5,47,44,8,Move On,2017,12,9,0
2017-01-26,Thursday,4,108,38,20,Move On,2017,1,26,0
2017-10-03,Monday,1,92,45,7,Move On,2017,10,3,0
2017-06-06,Monday,1,130,22,13,Move On,2017,6,6,0
2017-07-26,Tuesday,2,124,43,13,Move On,2017,7,26,0
2017-09-26,Monday,1,125,22,30,Move On,2017,9,26,0
2017-03-03,Thursday,4,89,0,16,Move On,2017,3,3,0
2017-03-20,Sunday,7,101,43,38,Move On,2017,3,20,1
2017-03-09,Wednesday,3,91,1,27,Move On,2017,3,9,0
2017-09-06,Tuesday,2,122,26,16,Move On,2017,9,6,0
2017-06-03,Friday,5,101,26,33,Move On,2017,6,3,0
2017-06-10,Friday,5,110,39,43,Move On,2017,6,10,0
2017-03-01,Tuesday,2,30,14,38,Move On,2017,3,1,0
2017-04-19,Tuesday,2,90,3,24,Move On,2017,4,19,0
2017-08-18,Thursday,4,76,4,27,Move On,2017,8,18,0
2017-12-25,Sunday,7,29,22,22,Move On,2017,12,25,1
2017-03-20,Sunday,7,122,31,26,Move On,2017,3,20,1
2017-04-23,Saturday,6,29,10,31,Move On,2017,4,23,1
2017-08-07,Sunday,7,56,30,20,Move On,2017,8,7,1
2017-03-09,Wednesday,3,103,46,29,Move On,2017,3,9,0
2017-04-05,Tuesday,2,73,1,41,Move On,2017,4,5,0
2017-10-13,Thursday,4,113,37,28,Move On,2017,10,13,0
2017-01-18,Wednesday,3,23,7,17,Move On,2017,1,18,0
2017-04-26,Tuesday,2,100,42,19,Move On,2017,4,26,0
2017-03-01,Tuesday,2,115,31,40,Move On,2017,3,1,0
2017-08-22,Monday,1,125,23,28,Move On,2017,8,22,0
2017-07-26,Tuesday,2,95,31,33,Move On,2017,7,26,0
2017-02-09,Wednesday,3,20,47,32,Move On,2017,2,9,0
2017-09-27,Tuesday,2,79,31,14,Move On,2017,9,27,0
2017-09-20,Tuesday,2,115,18,33,Move On,2017,9,20,0
2017-08-20,Saturday,6,111,32,45,Move On,2017,8,20,1
2017-10-08,Saturday,6,85,42,31,Move On,2017,10,8,1
2017-05-05,Thursday,4,80,9,21,Move On,2017,5,5,0
2017-09-12,Monday,1,80,2,17,Move On,2017,9,12,0
2017-03-12,Saturday,6,51,3,23,Move On,2017,3,12,1
2017-04-22,Friday,5,122,37,16,Move On,2017,4,22,0
2017-01-07,Saturday,6,70,19,14,Move On,2017,1,7,1
2017-09-23,Friday,5,93,37,35,Move On,2017,9,23,0
2017-12-14,Wednesday,3,109,7,32,Move On,2017,12,14,0
2017-02-14,Monday,1,21,24,34,Move On,2017,2,14,0
2017-10-06,Thursday,4,47,9,19,Move On,2017,10,6,0
2017-08-08,Monday,1,16,43,15,Move On,2017,8,8,0
2017-04-01,Friday,5,86,39,28,Move On,2017,4,1,0
2017-12-10,Saturday,6,59,32,17,Move On,2017,12,10,1
2017-09-04,Sunday,7,104,43,14,Move On,2017,9,4,1
2017-02-23,Wednesday,3,30,8,44,Move On,2017,2,23,0
2017-02-03,Thursday,4,54,44,7,Move On,2017,2,3,0
2017-03-03,Thursday,4,117,10,36,Move On,2017,3,3,0
2017-11-25,Friday,5,19,44,32,Move On,2017,11,25,0
2017-07-27,Wednesday,3,37,1,13,Move On,2017,7,27,0
2017-09-03,Saturday,6,52,31,14,Move On,2017,9,3,1
2017-09-27,Tuesday,2,61,18,38,Move On,2017,9,27,0
2017-11-04,Friday,5,95,16,29,Move On,2017,11,4,0
2017-06-29,Wednesday,3,99,25,20,Move On,2017,6,29,0
2017-04-26,Tuesday,2,119,11,20,Move On,2017,4,26,0
2017-12-14,Wednesday,3,97,11,23,Move On,2017,12,14,0
2017-12-19,Monday,1,65,43,22,Move On,2017,12,19,0
2017-03-07,Monday,1,38,24,20,Move On,2017,3,7,0
2017-12-23,Friday,5,37,28,23,Move On,2017,12,23,0
2017-05-16,Monday,1,111,1,43,Move On,2017,5,16,0
2017-12-20,Tuesday,2,89,14,25,Move On,2017,12,20,0
2017-06-07,Tuesday,2,112,36,14,Move On,2017,6,7,0
2017-02-11,Friday,5,28,46,42,Move On,2017,2,11,0
2017-07-25,Monday,1,99,12,8,Move On,2017,7,25,0
2017-05-01,Sunday,7,47,18,36,Move On,2017,5,1,1
2017-10-23,Sunday,7,82,25,9,Move On,2017,10,23,1
2017-05-25,Wednesday,3,33,43,13,Move On,2017,5,25,0
2017-02-20,Sunday,7,47,40,27,Move On,2017,2,20,1
2017-12-26,Monday,1,29,6,42,Move On,2017,12,26,0
2017-09-17,Saturday,6,28,37,42,Move On,2017,9,17,1
2017-08-21,Sunday,7,70,39,35,Move On,2017,8,21,1
2017-06-16,Thursday,4,61,20,22,Move On,2017,6,16,0
2017-10-03,Monday,1,102,40,35,Move On,2017,10,3,0
2017-08-07,Sunday,7,22,30,16,Move On,2017,8,7,1
2017-01-09,Monday,1,22,8,24,Move On,2017,1,9,0
2017-08-25,Thursday,4,118,20,26,Move On,2017,8,25,0
2017-03-02,Wednesday,3,130,21,6,Move On,2017,3,2,0
2017-05-27,Friday,5,44,38,27,Move On,2017,5,27,0
2017-10-25,Tuesday,2,34,16,9,Move On,2017,10,25,0
2017-01-15,Sunday,7,119,31,13,Move On,2017,1,15,1
2017-09-30,Friday,5,59,20,40,Move On,2017,9,30,0
2017-03-09,Wednesday,3,22,9,32,Move On,2017,3,9,0
2017-12-25,Sunday,7,46,5,14,Move On,2017,12,25,1
2017-11-06,Sunday,7,109,43,41,Move On,2017,11,6,1
2017-12-28,Wednesday,3,19,38,17,Move On,2017,12,28,0
2017-03-29,Tuesday,2,77,25,22,Move On,2017,3,29,0
2017-10-14,Friday,5,35,45,36,Move On,2017,10,14,0
2017-07-11,Monday,1,64,10,9,Move On,2017,7,11,0
2017-12-13,Tuesday,2,62,40,37,Move On,2017,12,13,0
2017-08-08,Monday,1,120,26,29,Move On,2017,8,8,0
2017-07-27,Wednesday,3,120,9,26,Move On,2017,7,27,0
2017-11-27,Sunday,7,111,43,19,Move On,2017,11,27,1
2017-02-02,Wednesday,3,119,14,32,Move On,2017,2,2,0
2017-08-16,Tuesday,2,90,1,16,Move On,2017,8,16,0
2017-04-22,Friday,5,28,4,16,Move On,2017,4,22,0
2017-04-09,Saturday,6,126,30,34,Move On,2017,4,9,1
2017-10-15,Saturday,6,58,42,40,Move On,2017,10,15,1
2017-03-21,Monday,1,103,47,9,Move On,2017,3,21,0
2017-02-26,Saturday,6,60,8,14,Move On,2017,2,26,1
2017-05-27,Friday,5,93,2,40,Move On,2017,5,27,0
2017-02-17,Thursday,4,106,2,33,Move On,2017,2,17,0
2017-11-29,Tuesday,2,92,17,9,Move On,2017,11,29,0
2017-03-26,Saturday,6,22,16,29,Move On,2017,3,26,1
2017-04-11,Monday,1,104,8,24,Move On,2017,4,11,0
2017-06-02,Thursday,4,90,44,12,Move On,2017,6,2,0
2017-08-06,Saturday,6,36,39,34,Move On,2017,8,6,1
2017-10-27,Thursday,4,59,44,12,Move On,2017,10,27,0
2017-09-29,Thursday,4,88,39,15,Move On,2017,9,29,0
2017-12-06,Tuesday,2,62,3,8,Move On,2017,12,6,0
2017-02-27,Sunday,7,84,22,12,Move On,2017,2,27,1
2017-10-20,Thursday,4,25,43,24,Move On,2017,10,20,0
2017-10-16,Sunday,7,91,30,11,Move On,2017,10,16,1
2017-06-14,Tuesday,2,120,20,12,Move On,2017,6,14,0
2017-09-11,Sunday,7,42,44,18,Move On,2017,9,11,1
2017-09-22,Thursday,4,68,16,39,Move On,2017,9,22,0
2017-11-24,Thursday,4,90,38,33,Move On,2017,11,24,0
2017-11-30,Wednesday,3,77,27,11,Move On,2017,11,30,0
2017-07-26,Tuesday,2,40,7,13,Move On,2017,7,26,0
2017-07-10,Sunday,7,20,16,39,Move On,2017,7,10,1
2017-03-30,Wednesday,3,94,29,18,Move On,2017,3,30,0
2017-08-15,Monday,1,45,14,37,Move On,2017,8,15,0
2017-11-11,Friday,5,85,34,33,Move On,2017,11,11,0
2017-10-30,Sunday,7,56,24,24,Move On,2017,10,30,1
2017-04-07,Thursday,4,35,39,39,Move On,2017,4,7,0
2017-04-09,Saturday,6,68,4,21,Move On,2017,4,9,1
2017-10-04,Tuesday,2,34,26,7,Move On,2017,10,4,0
2017-09-05,Monday,1,63,33,45,Move On,2017,9,5,0
2017-08-26,Friday,5,64,46,26,Move On,2017,8,26,0
2017-04-12,Tuesday,2,40,4,31,Move On,2017,4,12,0
2017-08-27,Saturday,6,123,28,32,Move On,2017,8,27,1
2017-04-16,Saturday,6,40,38,40,Move On,2017,4,16,1
2017-12-06,Tuesday,2,47,38,30,Move On,2017,12,6,0
2017-05-13,Friday,5,100,34,14,Move On,2017,5,13,0
2017-11-29,Tuesday,2,106,35,28,Move On,2017,11,29,0
2017-10-08,Saturday,6,81,47,19,Move On,2017,10,8,1
2017-08-21,Sunday,7,108,5,30,Move On,2017,8,21,1
2017-06-29,Wednesday,3,15,17,25,Move On,2017,6,29,0
2017-04-02,Saturday,6,23,47,23,Move On,2017,4,2,1
2017-02-19,Saturday,6,47,32,42,Move On,2017,2,19,1
2017-12-07,Wednesday,3,37,13,20,Move On,2017,12,7,0
2017-10-30,Sunday,7,26,46,17,Move On,2017,10,30,1
2017-12-15,Thursday,4,81,5,27,Move On,2017,12,15,0
2017-12-17,Saturday,6,85,17,43,Move On,2017,12,17,1
2017-12-19,Monday,1,121,42,44,Move On,2017,12,19,0
2017-09-23,Friday,5,113,23,42,Move On,2017,9,23,0
2017-05-29,Sunday,7,33,19,35,Move On,2017,5,29,1
2017-11-01,Tuesday,2,29,47,42,Move On,2017,11,1,0
2017-03-07,Monday,1,59,27,17,Move On,2017,3,7,0
2017-07-04,Monday,1,123,45,40,Move On,2017,7,4,0
2017-01-07,Saturday,6,90,18,42,Move On,2017,1,7,1
2017-11-03,Thursday,4,129,34,35,Move On,2017,11,3,0
2017-04-22,Friday,5,53,5,13,Move On,2017,4,22,0
2017-10-09,Sunday,7,100,45,24,Move On,2017,10,9,1
2017-06-19,Sunday,7,30,10,12,Move On,2017,6,19,1
2017-07-21,Thursday,4,81,8,34,Move On,2017,7,21,0
2017-04-10,Sunday,7,43,2,42,Move On,2017,4,10,1
2017-06-17,Friday,5,34,22,6,Move On,2017,6,17,0
2017-08-04,Thursday,4,113,12,15,Move On,2017,8,4,0
2017-11-04,Friday,5,33,6,36,Move On,2017,11,4,0
2017-12-01,Thursday,4,128,33,38,Move On,2017,12,1,0
2017-02-08,Tuesday,2,41,11,15,Move On,2017,2,8,0
2017-07-06,Wednesday,3,91,45,32,Move On,2017,7,6,0
2017-01-12,Thursday,4,61,25,28,Move On,2017,1,12,0
2017-08-05,Friday,5,25,12,30,Move On,2017,8,5,0
2017-07-21,Thursday,4,113,19,42,Move On,2017,7,21,0
2017-11-14,Monday,1,41,14,20,Move On,2017,11,14,0
2017-05-01,Sunday,7,15,33,22,Move On,2017,5,1,1
2017-12-20,Tuesday,2,93,16,23,Move On,2017,12,20,0
2017-06-16,Thursday,4,63,20,10,Move On,2017,6,16,0
2017-12-08,Thursday,4,89,21,23,Move On,2017,12,8,0
2017-09-17,Saturday,6,47,42,21,Move On,2017,9,17,1
2017-01-22,Sunday,7,81,14,26,Move On,2017,1,22,1
2017-08-17,Wednesday,3,69,42,19,Move On,2017,8,17,0
2017-08-24,Wednesday,3,89,29,29,Move On,2017,8,24,0
2017-09-02,Friday,5,69,32,7,Move On,2017,9,2,0
2017-09-13,Tuesday,2,45,25,35,Move On,2017,9,13,0
2017-08-18,Thursday,4,100,4,14,Move On,2017,8,18,0
2017-01-21,Saturday,6,48,36,24,Move On,2017,1,21,1
2017-04-25,Monday,1,23,38,30,Move On,2017,4,25,0
2017-10-29,Saturday,6,117,6,12,Move On,2017,10,29,1
2017-09-18,Sunday,7,43,32,22,Move On,2017,9,18,1
2017-11-02,Wednesday,3,20,41,27,Move On,2017,11,2,0
2017-01-19,Thursday,4,36,6,42,Move On,2017,1,19,0
2017-03-14,Monday,1,35,19,37,Move On,2017,3,14,0
2017-05-07,Saturday,6,32,13,12,Move On,2017,5,7,1
2017-02-22,Tuesday,2,49,23,33,Move On,2017,2,22,0
2017-08-01,Monday,1,81,35,8,Move On,2017,8,1,0
2017-04-27,Wednesday,3,22,37,30,Move On,2017,4,27,0
2017-03-06,Sunday,7,22,42,11,Move On,2017,3,6,1
2017-11-11,Friday,5,30,10,21,Move On,2017,11,11,0
2017-10-15,Saturday,6,37,39,10,Move On,2017,10,15,1
2017-03-27,Sunday,7,79,34,33,Move On,2017,3,27,1
2017-08-15,Monday,1,71,1,19,Move On,2017,8,15,0
2017-11-29,Tuesday,2,79,2,42,Move On,2017,11,29,0
2017-10-31,Monday,1,19,13,26,Move On,2017,10,31,0
2017-04-29,Friday,5,29,26,41,Move On,2017,4,29,0
2017-03-15,Tuesday,2,53,32,27,Move On,2017,3,15,0
2017-07-31,Sunday,7,83,23,33,Move On,2017,7,31,1
2017-11-08,Tuesday,2,42,43,41,Move On,2017,11,8,0
2017-07-10,Sunday,7,43,24,20,Move On,2017,7,10,1
2017-02-27,Sunday,7,60,32,27,Move On,2017,2,27,1
2017-12-19,Monday,1,114,35,32,Move On,2017,12,19,0
2017-07-02,Saturday,6,127,41,19,Move On,2017,7,2,1
2017-11-10,Thursday,4,81,36,7,Move On,2017,11,10,0
2017-09-03,Saturday,6,108,44,40,Move On,2017,9,3,1
2017-11-19,Saturday,6,33,25,7,Move On,2017,11,19,1
2017-04-22,Friday,5,127,30,24,Move On,2017,4,22,0
2017-02-15,Tuesday,2,70,13,6,Move On,2017,2,15,0
2017-11-23,Wednesday,3,18,44,22,Move On,2017,11,23,0
2017-01-30,Monday,1,59,39,9,Move On,2017,1,30,0
2017-09-07,Wednesday,3,114,13,36,Move On,2017,9,7,0
2017-06-01,Wednesday,3,32,1,20,Move On,2017,6,1,0
2017-04-18,Monday,1,123,43,19,Move On,2017,4,18,0
2017-05-27,Friday,5,106,10,21,Move On,2017,5,27,0
2017-04-27,Wednesday,3,15,45,22,Move On,2017,4,27,0
2017-10-20,Thursday,4,21,14,29,Move On,2017,10,20,0
2017-01-29,Sunday,7,42,22,11,Move On,2017,1,29,1
2017-10-22,Saturday,6,72,25,20,Move On,2017,10,22,1
2017-06-02,Thursday,4,28,43,20,Move On,2017,6,2,0
2017-01-26,Thursday,4,71,26,10,Move On,2017,1,26,0
2017-09-22,Thursday,4,40,19,11,Move On,2017,9,22,0
2017-08-01,Monday,1,46,37,21,Move On,2017,8,1,0
2017-04-05,Tuesday,2,114,29,36,Move On,2017,4,5,0
2017-04-07,Thursday,4,122,34,37,Move On,2017,4,7,0
2017-09-07,Wednesday,3,122,23,11,Move On,2017,9,7,0
2017-11-10,Thursday,4,108,42,42,Move On,2017,11,10,0
2017-04-28,Thursday,4,123,44,31,Move On,2017,4,28,0
2017-10-10,Monday,1,44,9,10,Move On,2017,10,10,0
2017-08-15,Monday,1,80,2,43,Move On,2017,8,15,0
2017-12-05,Monday,1,103,15,44,Move On,2017,12,5,0
2017-10-30,Sunday,7,23,26,19,Move On,2017,10,30,1
2017-05-22,Sunday,7,96,32,17,Move On,2017,5,22,1
2017-11-13,Sunday,7,21,5,29,Move On,2017,11,13,1
2017-09-19,Monday,1,106,24,14,Move On,2017,9,19,0
2017-11-25,Friday,5,89,16,33,Move On,2017,11,25,0
2017-02-17,Thursday,4,25,5,20,Move On,2017,2,17,0
2017-02-20,Sunday,7,35,9,29,Move On,2017,2,20,1
2017-03-18,Friday,5,113,7,11,Move On,2017,3,18,0
2017-07-19,Tuesday,2,32,27,40,Move On,2017,7,19,0
2017-05-24,Tuesday,2,52,35,13,Move On,2017,5,24,0
2017-10-22,Saturday,6,87,27,17,Move On,2017,10,22,1
2017-01-19,Thursday,4,60,3,10,Move On,2017,1,19,0
2017-03-11,Friday,5,95,17,17,Move On,2017,3,11,0
2017-10-22,Saturday,6,31,17,39,Move On,2017,10,22,1
2017-06-25,Saturday,6,40,45,37,Move On,2017,6,25,1
